age,bmi,sex,shoulder_width,hip_width,height_ratio,waist_ratio,volume_indicator,waist_prominence,body_fat_percentage,category
24,28.18,1,0.4375,0.4017,0.8995,0.731,0.2447,0.0269,44.2,Sobrepeso - Masculino
34,28.4,1,0.4434,0.3952,1.0472,0.6537,0.2376,0.0166,44.2,Sobrepeso - Masculino
60,28.9,1,0.4314,0.3584,0.857,0.6626,0.1985,0.0191,45.0,Sobrepeso - Masculino
53,30.05,1,0.4342,0.3874,0.8678,0.6738,0.2193,0.02,45.0,Sobrepeso - Masculino
49,29.06,1,0.3838,0.3295,0.9924,0.6301,0.1879,0.0168,43.9,Sobrepeso - Masculino
22,32.34,1,0.3931,0.3463,0.962,0.6798,0.273,0.0175,45.0,Sobrepeso - Masculino
24,31.95,1,0.4628,0.3842,1.0055,0.705,0.2786,0.0184,45.0,Sobrepeso - Masculino
40,32.79,1,0.4449,0.3944,1.0226,0.7218,0.1822,0.0174,45.0,Sobrepeso - Masculino
64,30.38,1,0.4571,0.402,0.9319,0.6893,0.2592,0.0279,45.0,Sobrepeso - Masculino
18,32.48,1,0.3918,0.3603,1.0075,0.7024,0.2716,0.0194,45.0,Sobrepeso - Masculino
59,30.04,1,0.4168,0.363,0.9508,0.7152,0.1915,0.0255,45.0,Sobrepeso - Masculino
39,31.23,1,0.4136,0.3385,0.9301,0.6933,0.2536,0.0203,45.0,Sobrepeso - Masculino
58,29.83,1,0.4135,0.3325,0.9076,0.7099,0.2778,0.0243,45.0,Sobrepeso - Masculino
35,31.84,1,0.4296,0.3653,1.0057,0.7155,0.238,0.0206,45.0,Sobrepeso - Masculino
47,31.67,1,0.3855,0.3395,1.0283,0.6807,0.2366,0.0212,45.0,Sobrepeso - Masculino
40,32.02,1,0.4769,0.4143,0.894,0.6559,0.2,0.0198,45.0,Sobrepeso - Masculino
53,32.31,1,0.4144,0.3794,1.0321,0.6797,0.2274,0.0215,45.0,Sobrepeso - Masculino
37,31.15,1,0.4272,0.3494,0.9028,0.6744,0.1818,0.02,45.0,Sobrepeso - Masculino
32,32.74,1,0.4414,0.3813,0.8684,0.6821,0.2078,0.0204,45.0,Sobrepeso - Masculino
64,30.23,1,0.4782,0.4341,1.0405,0.7124,0.2576,0.0239,45.0,Sobrepeso - Masculino
43,29.93,1,0.4739,0.3822,0.8524,0.6867,0.2477,0.021,45.0,Sobrepeso - Masculino
37,31.31,1,0.424,0.3653,0.9845,0.6604,0.2131,0.0181,45.0,Sobrepeso - Masculino
37,29.94,1,0.4602,0.4118,1.0455,0.7257,0.2243,0.0265,45.0,Sobrepeso - Masculino
44,31.93,1,0.4516,0.3672,0.9999,0.6881,0.235,0.0285,45.0,Sobrepeso - Masculino
28,28.68,1,0.4643,0.3976,0.928,0.6981,0.2632,0.0209,44.3,Sobrepeso - Masculino
40,29.96,1,0.4753,0.4149,0.894,0.6449,0.2379,0.0145,44.4,Sobrepeso - Masculino
64,30.4,1,0.4271,0.3837,0.8749,0.634,0.2616,0.0099,45.0,Sobrepeso - Masculino
41,32.29,1,0.4543,0.3732,1.0329,0.715,0.2235,0.0247,45.0,Sobrepeso - Masculino
36,31.76,1,0.4559,0.4132,0.9958,0.7339,0.1832,0.0275,45.0,Sobrepeso - Masculino
51,32.64,1,0.3977,0.3195,1.0319,0.6904,0.1814,0.0194,45.0,Sobrepeso - Masculino
51,28.04,1,0.4002,0.3332,0.9509,0.6341,0.2502,0.0175,43.0,Sobrepeso - Masculino
19,32.88,1,0.4092,0.3549,0.8699,0.7374,0.2459,0.0263,45.0,Sobrepeso - Masculino
61,32.61,1,0.3917,0.3306,0.8551,0.6314,0.21,0.0138,45.0,Sobrepeso - Masculino
33,31.21,1,0.3937,0.3311,0.8875,0.7362,0.25,0.0271,45.0,Sobrepeso - Masculino
36,32.11,1,0.403,0.3296,0.9808,0.668,0.2058,0.0187,45.0,Sobrepeso - Masculino
30,31.41,1,0.4323,0.3787,0.9657,0.7191,0.27,0.02,45.0,Sobrepeso - Masculino
19,29.3,1,0.3832,0.3347,0.9932,0.7006,0.2357,0.0209,45.0,Sobrepeso - Masculino
34,36.75,1,0.4779,0.4376,0.9333,0.8045,0.2606,0.0288,45.0,Obesidade - Masculino
53,35.39,1,0.4138,0.3659,0.8945,0.7419,0.3464,0.0249,45.0,Obesidade - Masculino
58,35.35,1,0.4085,0.328,0.975,0.8078,0.3023,0.0367,45.0,Obesidade - Masculino
35,35.27,1,0.4001,0.3252,0.938,0.8171,0.3391,0.0278,45.0,Obesidade - Masculino
61,34.11,1,0.4353,0.3499,0.9439,0.7219,0.2355,0.0254,45.0,Obesidade - Masculino
61,41.32,1,0.428,0.3515,0.9455,0.7681,0.2293,0.0269,45.0,Obesidade - Masculino
41,37.45,1,0.4701,0.4232,0.9607,0.8234,0.2742,0.0287,45.0,Obesidade - Masculino
29,38.54,1,0.4205,0.3588,1.0247,0.7735,0.2874,0.027,45.0,Obesidade - Masculino
26,37.16,1,0.4427,0.3928,0.9859,0.7867,0.2515,0.0267,45.0,Obesidade - Masculino
61,37.23,1,0.3897,0.3124,0.9346,0.7526,0.3358,0.0225,45.0,Obesidade - Masculino
38,34.69,1,0.4729,0.4191,1.0025,0.7592,0.2224,0.025,45.0,Obesidade - Masculino
60,34.81,1,0.4005,0.3583,0.8834,0.7424,0.2597,0.0217,45.0,Obesidade - Masculino
38,33.26,1,0.4691,0.4302,0.99,0.7857,0.3307,0.0299,45.0,Obesidade - Masculino
37,37.52,1,0.4765,0.3961,0.8537,0.7904,0.2319,0.0317,45.0,Obesidade - Masculino
58,37.91,1,0.4183,0.3642,0.9795,0.8074,0.2989,0.0242,45.0,Obesidade - Masculino
62,37.07,1,0.4165,0.3469,0.9512,0.7309,0.2651,0.0226,45.0,Obesidade - Masculino
36,36.03,1,0.4784,0.3839,0.9898,0.7547,0.3457,0.0267,45.0,Obesidade - Masculino
61,35.28,1,0.4301,0.3892,0.8668,0.7724,0.3416,0.0269,45.0,Obesidade - Masculino
24,39.13,1,0.4613,0.4029,1.0058,0.7869,0.3127,0.0275,45.0,Obesidade - Masculino
58,39.47,1,0.416,0.3543,0.9319,0.8399,0.2824,0.0355,45.0,Obesidade - Masculino
34,36.37,1,0.4458,0.4038,0.9654,0.8173,0.3067,0.029,45.0,Obesidade - Masculino
52,36.19,1,0.4538,0.407,0.9059,0.8217,0.2907,0.0293,45.0,Obesidade - Masculino
19,36.31,1,0.4098,0.3727,0.8886,0.8128,0.2205,0.0269,45.0,Obesidade - Masculino
57,36.5,1,0.3991,0.3457,0.9006,0.7892,0.2821,0.0303,45.0,Obesidade - Masculino
55,41.6,1,0.4291,0.3882,0.9924,0.746,0.2515,0.0203,45.0,Obesidade - Masculino
41,38.22,1,0.454,0.4159,0.9411,0.7634,0.2249,0.0239,45.0,Obesidade - Masculino
51,40.47,1,0.4331,0.357,0.9069,0.8336,0.2495,0.0317,45.0,Obesidade - Masculino
42,39.89,1,0.39,0.3417,1.026,0.7766,0.2294,0.0255,45.0,Obesidade - Masculino
56,40.99,1,0.4146,0.3485,1.0116,0.8211,0.2698,0.0289,45.0,Obesidade - Masculino
50,34.12,1,0.4433,0.3575,0.8986,0.7921,0.2438,0.0291,45.0,Obesidade - Masculino
19,40.16,1,0.4693,0.3864,0.8761,0.8225,0.312,0.0326,45.0,Obesidade - Masculino
61,41.78,1,0.4345,0.3503,0.9991,0.8361,0.3352,0.0382,45.0,Obesidade - Masculino
41,37.55,1,0.4445,0.3767,1.0136,0.775,0.3014,0.0225,45.0,Obesidade - Masculino
60,38.11,1,0.4037,0.337,1.0376,0.7993,0.24,0.0308,45.0,Obesidade - Masculino
19,40.43,1,0.4075,0.3494,0.9991,0.7698,0.2404,0.0282,45.0,Obesidade - Masculino
55,34.85,1,0.4097,0.3715,1.0499,0.765,0.3171,0.0251,45.0,Obesidade - Masculino
46,39.03,1,0.4256,0.3581,0.9887,0.838,0.2672,0.0321,45.0,Obesidade - Masculino
49,39.84,1,0.4414,0.4031,0.8597,0.7647,0.24,0.0235,45.0,Obesidade - Masculino
29,33.01,1,0.417,0.3346,0.9548,0.8438,0.3285,0.0276,45.0,Obesidade - Masculino
31,37.55,1,0.4742,0.3896,0.8707,0.7227,0.2222,0.0286,45.0,Obesidade - Masculino
31,33.47,1,0.4514,0.3847,0.9089,0.7944,0.3309,0.0276,45.0,Obesidade - Masculino
44,33.45,1,0.4215,0.3413,0.9713,0.8446,0.3155,0.03,45.0,Obesidade - Masculino
25,33.93,1,0.3809,0.3155,0.8775,0.8418,0.3016,0.029,45.0,Obesidade - Masculino
32,38.51,1,0.459,0.379,0.8632,0.7862,0.3171,0.0349,45.0,Obesidade - Masculino
64,37.79,1,0.4513,0.3759,0.8743,0.8235,0.2761,0.0333,45.0,Obesidade - Masculino
62,38.0,1,0.4344,0.3861,0.9912,0.7775,0.3041,0.0344,45.0,Obesidade - Masculino
23,37.81,1,0.4665,0.3981,0.9928,0.849,0.2316,0.0333,45.0,Obesidade - Masculino
55,40.81,1,0.4131,0.3349,0.9625,0.8173,0.3186,0.0261,45.0,Obesidade - Masculino
55,37.31,1,0.4121,0.3622,0.9746,0.8273,0.2286,0.0296,45.0,Obesidade - Masculino
36,37.45,1,0.4383,0.3901,0.952,0.7407,0.2766,0.0286,45.0,Obesidade - Masculino
51,18.31,0,0.362,0.3734,0.9284,0.4212,0.1342,-0.0033,15.6,Atlética - Feminino
49,18.93,0,0.3925,0.4259,1.0453,0.4578,0.1507,-0.0044,17.0,Atlética - Feminino
23,20.71,0,0.3643,0.375,0.9143,0.4694,0.1246,-0.0009,15.1,Atlética - Feminino
55,18.23,0,0.3675,0.3844,0.9491,0.4335,0.1527,0.0052,17.2,Atlética - Feminino
39,18.05,0,0.3355,0.3292,0.9823,0.4529,0.1366,-0.002,13.5,Atlética - Feminino
32,20.73,0,0.3913,0.3868,1.0361,0.4754,0.125,0.0027,15.5,Atlética - Feminino
45,19.78,0,0.3433,0.3578,1.0306,0.4507,0.1557,-0.0033,16.9,Atlética - Feminino
34,20.89,0,0.3644,0.3868,0.894,0.4703,0.1315,-0.0004,14.4,Atlética - Feminino
45,19.1,0,0.3334,0.3377,0.947,0.4616,0.1559,0.0016,19.8,Atlética - Feminino
45,18.77,0,0.3987,0.4022,0.9225,0.4374,0.1413,-0.01,15.2,Atlética - Feminino
24,18.96,0,0.342,0.3624,1.0165,0.4498,0.136,-0.0015,13.6,Atlética - Feminino
34,20.14,0,0.3203,0.316,0.9909,0.4729,0.1267,-0.0038,16.2,Atlética - Feminino
26,18.3,0,0.3691,0.3611,0.9071,0.4329,0.1123,-0.0017,13.4,Atlética - Feminino
30,19.43,0,0.3565,0.3425,1.0097,0.4348,0.1439,-0.0082,15.0,Atlética - Feminino
59,18.73,0,0.3257,0.311,0.9989,0.4277,0.1135,-0.0027,18.6,Atlética - Feminino
21,18.4,0,0.3701,0.3815,0.9824,0.4311,0.1266,-0.0026,12.0,Atlética - Feminino
64,18.35,0,0.396,0.4106,0.9232,0.439,0.145,-0.0048,15.6,Atlética - Feminino
18,20.85,0,0.3332,0.3531,0.9549,0.4257,0.1598,-0.0014,14.8,Atlética - Feminino
24,20.94,0,0.3491,0.3427,1.0052,0.4418,0.1511,-0.0007,17.3,Atlética - Feminino
34,19.46,0,0.3621,0.3686,0.9659,0.4317,0.1099,-0.0052,16.6,Atlética - Feminino
56,20.63,0,0.3457,0.366,0.907,0.4305,0.1309,-0.0005,17.1,Atlética - Feminino
43,20.26,0,0.3238,0.3274,0.991,0.431,0.145,0.0007,16.8,Atlética - Feminino
36,18.68,0,0.3202,0.3468,0.904,0.4356,0.1387,0.0018,17.1,Atlética - Feminino
33,20.0,0,0.3585,0.3577,0.9221,0.4298,0.1266,-0.0091,15.7,Atlética - Feminino
63,20.01,0,0.3547,0.357,0.9915,0.4339,0.1538,-0.0029,20.9,Atlética - Feminino
59,20.01,0,0.3278,0.3286,1.0174,0.4405,0.1245,0.0011,18.7,Atlética - Feminino
27,18.2,0,0.3821,0.3814,0.9213,0.4557,0.1395,-0.0006,12.0,Atlética - Feminino
54,18.77,0,0.3361,0.341,0.9488,0.4623,0.1346,-0.0003,18.5,Atlética - Feminino
21,18.17,0,0.3474,0.3397,0.8713,0.4264,0.149,-0.0031,14.8,Atlética - Feminino
38,20.91,0,0.3235,0.3348,0.9296,0.4236,0.1577,0.0006,18.5,Atlética - Feminino
25,20.32,0,0.3303,0.3562,0.9675,0.4713,0.1283,-0.0019,15.7,Atlética - Feminino
19,20.67,0,0.3284,0.3341,0.9074,0.4787,0.1427,0.0032,15.4,Atlética - Feminino
49,18.31,0,0.3293,0.3461,0.9365,0.4506,0.1334,-0.0051,13.1,Atlética - Feminino
35,20.45,0,0.3253,0.3394,0.967,0.4223,0.1452,-0.01,16.4,Atlética - Feminino
27,18.84,0,0.397,0.382,0.9372,0.4644,0.1149,-0.0021,16.4,Atlética - Feminino
55,19.67,0,0.3428,0.3677,0.866,0.456,0.1308,-0.0026,18.1,Atlética - Feminino
47,20.57,0,0.3442,0.3525,0.8764,0.4614,0.1506,0.0071,17.6,Atlética - Feminino
36,20.87,0,0.3687,0.373,0.9448,0.4509,0.1353,-0.0001,17.2,Atlética - Feminino
54,19.24,0,0.3435,0.3394,0.974,0.4292,0.1108,0.0008,18.6,Atlética - Feminino
27,19.61,0,0.3676,0.3671,0.8551,0.4497,0.1366,0.0008,15.2,Atlética - Feminino
52,20.25,0,0.3226,0.3208,0.9669,0.4754,0.1483,-0.0027,16.9,Atlética - Feminino
46,19.26,0,0.3729,0.3717,0.914,0.4315,0.1543,-0.003,17.9,Atlética - Feminino
20,19.02,0,0.3638,0.3558,0.8565,0.4695,0.1211,-0.0047,13.7,Atlética - Feminino
18,20.84,0,0.3452,0.3551,0.9471,0.4442,0.1421,0.0011,15.5,Atlética - Feminino
47,19.06,0,0.3356,0.3385,1.0393,0.43,0.109,0.0023,19.1,Atlética - Feminino
41,18.74,0,0.3402,0.3619,0.9622,0.4754,0.1002,0.003,16.6,Atlética - Feminino
47,18.9,0,0.3403,0.3642,0.864,0.4614,0.1544,-0.0007,17.2,Atlética - Feminino
32,20.07,0,0.3759,0.3716,0.9628,0.4488,0.1522,-0.0002,16.5,Atlética - Feminino
45,19.6,0,0.3312,0.3579,0.9852,0.4528,0.1304,-0.0011,15.5,Atlética - Feminino
60,20.98,0,0.3518,0.3845,0.9906,0.4508,0.1405,-0.0004,18.7,Atlética - Feminino
20,18.13,0,0.3865,0.3681,0.9046,0.4476,0.134,-0.0025,12.0,Atlética - Feminino
62,18.01,0,0.3704,0.3814,0.8638,0.4451,0.1051,-0.0031,16.3,Atlética - Feminino
59,20.91,0,0.377,0.3605,0.9273,0.4617,0.1555,-0.0039,20.8,Atlética - Feminino
25,19.22,0,0.3306,0.3436,0.9399,0.466,0.145,0.0023,16.1,Atlética - Feminino
57,19.27,0,0.3889,0.4169,0.8567,0.43,0.1431,-0.0041,18.4,Atlética - Feminino
42,18.27,0,0.3486,0.3817,1.0427,0.4249,0.118,-0.0027,13.2,Atlética - Feminino
32,19.33,0,0.3855,0.4239,0.9159,0.4519,0.1245,-0.0038,15.3,Atlética - Feminino
26,19.14,0,0.3284,0.3499,0.9877,0.4429,0.1264,0.0022,15.9,Atlética - Feminino
29,20.22,0,0.376,0.4038,0.9963,0.4224,0.1199,-0.0095,15.1,Atlética - Feminino
31,20.97,0,0.3455,0.3495,0.9768,0.4243,0.1028,-0.0028,15.5,Atlética - Feminino
50,18.07,0,0.3853,0.3893,1.0371,0.4512,0.128,-0.0056,15.2,Atlética - Feminino
53,20.85,0,0.3911,0.4092,0.9787,0.4774,0.1221,-0.0013,17.9,Atlética - Feminino
31,20.71,0,0.3743,0.3872,0.8824,0.4711,0.1465,-0.0037,14.4,Atlética - Feminino
48,18.93,0,0.3293,0.3229,0.8669,0.4596,0.1219,-0.0025,17.6,Atlética - Feminino
51,19.86,0,0.333,0.3532,0.9367,0.4296,0.1009,-0.0014,18.2,Atlética - Feminino
49,18.72,0,0.3738,0.3692,0.915,0.4386,0.1566,-0.0011,17.4,Atlética - Feminino
49,20.5,0,0.3252,0.3395,0.9334,0.4499,0.121,-0.0063,17.8,Atlética - Feminino
29,19.87,0,0.3982,0.4166,0.8562,0.4616,0.1564,0.0051,18.6,Atlética - Feminino
26,20.17,0,0.339,0.3493,1.0338,0.458,0.1341,-0.0062,14.1,Atlética - Feminino
61,20.06,0,0.3655,0.3878,1.0067,0.4411,0.1038,-0.0061,19.1,Atlética - Feminino
35,18.91,0,0.3921,0.4264,1.0053,0.4336,0.1234,0.0013,17.6,Atlética - Feminino
45,18.68,0,0.3235,0.3479,0.8997,0.443,0.1085,0.0005,19.3,Atlética - Feminino
38,19.3,0,0.3282,0.336,0.9893,0.4456,0.1559,-0.004,15.6,Atlética - Feminino
62,18.81,0,0.3439,0.3606,1.0169,0.4705,0.1006,-0.0046,20.3,Atlética - Feminino
64,19.68,0,0.3215,0.3297,0.9677,0.4477,0.1278,0.0038,20.4,Atlética - Feminino
45,19.03,0,0.3489,0.376,0.9608,0.4312,0.1464,-0.0096,16.6,Atlética - Feminino
34,20.15,0,0.342,0.3389,0.9105,0.4741,0.1197,0.0019,16.6,Atlética - Feminino
47,19.84,0,0.3946,0.3905,0.88,0.4636,0.1537,-0.0044,18.8,Atlética - Feminino
61,18.27,0,0.3235,0.3192,1.0031,0.4599,0.1148,-0.002,17.7,Atlética - Feminino
63,18.21,0,0.3958,0.3963,0.9381,0.4779,0.1005,-0.001,17.1,Atlética - Feminino
39,20.12,0,0.3403,0.339,1.0169,0.4743,0.1285,0.001,17.0,Atlética - Feminino
18,18.93,0,0.3436,0.3752,1.0475,0.4409,0.107,-0.0066,15.2,Atlética - Feminino
40,19.42,0,0.3956,0.4221,0.9704,0.4265,0.1305,-0.0015,16.5,Atlética - Feminino
44,19.36,0,0.3237,0.3534,0.9127,0.4768,0.1362,-0.0048,17.3,Atlética - Feminino
20,19.33,0,0.3751,0.4083,0.918,0.466,0.1041,-0.0027,15.2,Atlética - Feminino
43,19.51,0,0.3519,0.3433,0.9266,0.4388,0.1107,-0.0035,17.9,Atlética - Feminino
37,20.61,0,0.3677,0.3893,0.8871,0.4496,0.1069,0.0015,17.0,Atlética - Feminino
32,20.89,0,0.3672,0.3912,0.9358,0.4559,0.148,-0.0012,15.9,Atlética - Feminino
39,20.28,0,0.3403,0.3304,0.8938,0.4651,0.1562,-0.0007,16.6,Atlética - Feminino
27,19.73,0,0.3795,0.3872,0.8956,0.4679,0.126,-0.0012,16.0,Atlética - Feminino
19,18.6,0,0.3679,0.3735,1.0462,0.4388,0.1228,-0.0067,13.3,Atlética - Feminino
29,19.07,0,0.3301,0.3499,0.9038,0.4387,0.1594,0.0035,16.6,Atlética - Feminino
57,19.35,0,0.3872,0.4021,0.8884,0.4288,0.1272,-0.0039,19.2,Atlética - Feminino
24,19.74,0,0.3858,0.4056,0.8676,0.4707,0.1178,-0.0012,15.0,Atlética - Feminino
26,20.05,0,0.3408,0.3719,0.956,0.4425,0.1455,0.0031,16.4,Atlética - Feminino
57,20.49,0,0.3354,0.3502,1.0459,0.426,0.1404,-0.0035,18.0,Atlética - Feminino
42,19.39,0,0.3921,0.3783,0.8734,0.4581,0.1532,-0.007,16.9,Atlética - Feminino
56,18.9,0,0.3889,0.3797,0.9744,0.4466,0.1291,-0.0031,18.0,Atlética - Feminino
54,18.07,0,0.3576,0.3698,0.8785,0.4458,0.1389,-0.0061,15.3,Atlética - Feminino
42,19.67,0,0.341,0.3569,1.0197,0.4435,0.1168,-0.0018,17.2,Atlética - Feminino
20,19.2,0,0.3526,0.3872,1.0067,0.4293,0.1494,-0.0078,14.7,Atlética - Feminino
34,19.73,0,0.3332,0.3367,0.9187,0.4562,0.1233,0.0045,18.4,Atlética - Feminino
62,19.2,0,0.3478,0.3808,0.9479,0.4766,0.1434,-0.0015,19.0,Atlética - Feminino
39,18.33,0,0.3473,0.3582,1.0181,0.48,0.1185,0.0008,16.1,Atlética - Feminino
50,20.65,0,0.3518,0.3434,0.9256,0.4493,0.1302,-0.0026,18.1,Atlética - Feminino
46,20.41,0,0.3288,0.3538,0.9611,0.4626,0.1513,0.0034,19.5,Atlética - Feminino
61,20.07,0,0.3379,0.3389,0.9791,0.4257,0.1072,-0.0053,19.8,Atlética - Feminino
41,19.64,0,0.3585,0.3648,0.9348,0.4625,0.15,-0.0007,16.4,Atlética - Feminino
36,19.53,0,0.3874,0.3949,1.0022,0.4273,0.1519,0.0018,18.6,Atlética - Feminino
54,19.57,0,0.3896,0.3953,1.0117,0.4717,0.1493,-0.0053,17.4,Atlética - Feminino
20,18.79,0,0.3616,0.3828,0.9233,0.4556,0.1113,-0.0013,14.6,Atlética - Feminino
47,18.11,0,0.3849,0.3719,0.9001,0.4291,0.1388,-0.0025,15.8,Atlética - Feminino
48,20.68,0,0.389,0.4003,0.9557,0.4644,0.1306,-0.0034,16.1,Atlética - Feminino
39,20.88,0,0.3612,0.3502,0.893,0.4402,0.1177,-0.0018,16.7,Atlética - Feminino
33,19.97,0,0.3913,0.4091,1.0376,0.4278,0.1191,-0.003,15.5,Atlética - Feminino
47,18.39,0,0.3976,0.3792,1.0072,0.4431,0.1542,-0.0046,15.5,Atlética - Feminino
47,18.96,0,0.3256,0.348,0.9704,0.4439,0.142,0.0003,17.6,Atlética - Feminino
27,19.72,0,0.3943,0.4285,0.9931,0.4656,0.1291,-0.0039,13.4,Atlética - Feminino
18,20.65,0,0.3869,0.3747,1.0145,0.4213,0.1514,-0.0006,16.1,Atlética - Feminino
60,19.51,0,0.3743,0.3716,0.9004,0.4732,0.1015,0.001,17.2,Atlética - Feminino
62,19.14,0,0.396,0.4356,0.9244,0.4244,0.1105,-0.0028,19.6,Atlética - Feminino
61,18.9,0,0.3757,0.4105,0.8654,0.4523,0.1535,-0.0021,19.4,Atlética - Feminino
30,18.09,0,0.3694,0.3805,0.8937,0.4287,0.114,-0.0054,12.5,Atlética - Feminino
43,18.49,0,0.3295,0.3504,0.8696,0.4319,0.1449,-0.0005,14.2,Atlética - Feminino
43,19.34,0,0.3571,0.389,1.0303,0.4368,0.1342,-0.0053,15.6,Atlética - Feminino
61,18.27,0,0.3466,0.3492,0.9689,0.4481,0.1591,0.0037,19.3,Atlética - Feminino
50,18.21,0,0.3527,0.346,0.9306,0.4559,0.1514,-0.0006,15.8,Atlética - Feminino
51,18.23,0,0.3809,0.3652,0.8538,0.4511,0.1461,-0.0004,14.9,Atlética - Feminino
44,20.92,0,0.3367,0.3354,0.945,0.4647,0.1076,-0.0002,16.3,Atlética - Feminino
21,19.35,0,0.3673,0.3661,1.0489,0.4365,0.1527,0.0018,16.4,Atlética - Feminino
38,18.11,0,0.3627,0.3912,0.9974,0.4203,0.1026,-0.0052,14.0,Atlética - Feminino
24,18.65,0,0.3955,0.4065,0.8649,0.4762,0.1521,-0.0023,15.7,Atlética - Feminino
60,20.45,0,0.3242,0.3085,0.8544,0.4349,0.1259,-0.0069,19.2,Atlética - Feminino
32,18.03,0,0.3375,0.3361,1.0451,0.4779,0.1091,-0.0014,12.6,Atlética - Feminino
61,20.11,0,0.3544,0.3708,1.0136,0.46,0.1522,-0.0007,20.6,Atlética - Feminino
31,18.02,0,0.3254,0.342,1.0494,0.464,0.1352,0.0035,14.3,Atlética - Feminino
45,20.34,0,0.3241,0.3094,0.8711,0.4418,0.1224,-0.0015,16.4,Atlética - Feminino
56,20.9,0,0.3378,0.3382,1.0047,0.4654,0.126,0.0028,19.3,Atlética - Feminino
55,19.71,0,0.3304,0.3259,0.8987,0.4552,0.1546,-0.0001,18.5,Atlética - Feminino
40,20.63,0,0.3627,0.35,0.9677,0.4472,0.1481,-0.0021,16.5,Atlética - Feminino
35,20.34,0,0.3541,0.3644,0.9223,0.4357,0.1059,-0.0062,18.0,Atlética - Feminino
32,19.88,0,0.3296,0.3394,0.9214,0.4688,0.1189,0.0003,18.2,Atlética - Feminino
42,20.38,0,0.3265,0.3112,0.9757,0.4746,0.1009,-0.0017,17.0,Atlética - Feminino
37,19.89,0,0.3393,0.3302,1.0273,0.4473,0.1284,-0.0037,16.2,Atlética - Feminino
51,18.82,0,0.32,0.3385,0.8722,0.4714,0.1294,-0.0024,17.1,Atlética - Feminino
21,18.73,0,0.3555,0.3412,1.0091,0.4465,0.1387,-0.0073,15.7,Atlética - Feminino
30,18.72,0,0.3252,0.3565,0.9862,0.424,0.1537,-0.0057,16.9,Atlética - Feminino
56,19.25,0,0.3282,0.3322,1.0213,0.4774,0.1597,-0.003,19.9,Atlética - Feminino
54,20.17,0,0.3385,0.3265,1.0459,0.4752,0.1549,0.0005,20.3,Atlética - Feminino
59,18.89,0,0.3614,0.3837,1.0131,0.447,0.1194,-0.0013,19.5,Atlética - Feminino
30,23.06,0,0.3275,0.3349,0.8682,0.511,0.133,0.0005,23.9,Fitness - Feminino
50,21.39,0,0.3279,0.3276,0.8772,0.5009,0.1726,-0.0023,22.1,Fitness - Feminino
46,21.47,0,0.3463,0.3336,0.991,0.4816,0.1282,0.0006,22.3,Fitness - Feminino
29,22.08,0,0.3638,0.3704,1.0256,0.5574,0.1793,0.0015,23.8,Fitness - Feminino
27,21.3,0,0.3873,0.393,0.9303,0.4997,0.1675,0.0,22.1,Fitness - Feminino
37,21.08,0,0.3513,0.3648,0.9051,0.5174,0.1393,-0.0009,20.3,Fitness - Feminino
24,21.53,0,0.3766,0.3807,0.8562,0.4815,0.1224,0.0026,20.4,Fitness - Feminino
56,23.9,0,0.3744,0.3961,0.867,0.5239,0.1249,0.0053,25.2,Fitness - Feminino
58,21.32,0,0.3968,0.3965,1.0272,0.5143,0.1809,0.003,24.3,Fitness - Feminino
26,23.54,0,0.3932,0.393,0.9911,0.5011,0.1344,0.0023,21.9,Fitness - Feminino
46,23.03,0,0.3402,0.3721,0.856,0.5037,0.1557,0.0057,24.2,Fitness - Feminino
54,23.87,0,0.3646,0.3577,0.9747,0.5501,0.158,0.0058,26.5,Fitness - Feminino
49,22.07,0,0.3995,0.4202,0.8964,0.5434,0.1217,0.008,25.1,Fitness - Feminino
57,21.32,0,0.3608,0.3866,0.9374,0.5064,0.1655,0.0038,25.0,Fitness - Feminino
55,21.37,0,0.3352,0.32,0.9848,0.526,0.1349,0.0015,22.7,Fitness - Feminino
55,22.2,0,0.3397,0.347,1.0341,0.531,0.1881,0.0025,25.3,Fitness - Feminino
57,23.17,0,0.3241,0.3182,0.8649,0.4819,0.1735,0.0055,27.4,Fitness - Feminino
36,21.87,0,0.3707,0.3952,0.9149,0.4856,0.1508,0.0027,21.2,Fitness - Feminino
36,23.22,0,0.3223,0.3117,0.9362,0.5076,0.1438,-0.001,21.8,Fitness - Feminino
51,23.06,0,0.3289,0.3481,0.9035,0.5407,0.1408,-0.0004,23.3,Fitness - Feminino
62,23.46,0,0.3902,0.3882,1.0147,0.5076,0.1727,0.005,26.4,Fitness - Feminino
56,21.46,0,0.3691,0.3657,0.9048,0.5062,0.1846,0.0001,26.1,Fitness - Feminino
55,21.34,0,0.3882,0.4038,1.0422,0.5078,0.1734,-0.0011,23.2,Fitness - Feminino
38,23.01,0,0.3752,0.3803,1.0347,0.4967,0.1517,0.003,25.2,Fitness - Feminino
44,21.22,0,0.3871,0.4016,0.9306,0.4972,0.1427,0.0053,22.0,Fitness - Feminino
31,23.84,0,0.3803,0.3928,0.9225,0.4985,0.1441,0.0039,22.9,Fitness - Feminino
58,22.1,0,0.3588,0.3465,0.9056,0.5332,0.1677,0.0033,25.8,Fitness - Feminino
54,23.67,0,0.3608,0.3663,0.9687,0.4858,0.17,0.0027,27.4,Fitness - Feminino
